word,mean_abs_shap,mean_shap,count
heartlessness,0.7672851327806711,0.7672851327806711,1
flippantly,0.6344421135727316,0.6344421135727316,1
lashed,0.4837222024798393,0.4837222024798393,1
antisemitic.,0.4799182843416929,0.4799182843416929,1
dubious,0.4655807241409396,0.4655807241409396,1
flippancy,0.4524725587107241,0.4524725587107241,1
nasty,0.40546080842614174,0.40546080842614174,1
blasted,0.38372170998870087,0.38372170998870087,1
junkies,0.37682334100827575,0.37682334100827575,1
sandbag,0.3680885173380375,0.3680885173380375,1
guzzling,0.3638334373943508,0.3638334373943508,1
predominantly,0.33880832325667143,0.33880832325667143,1
gruesome,0.3387801083154045,0.3387801083154045,1
mobs,0.3372465050779283,0.3372465050779283,1
"throes,",0.3292953912168741,0.3292953912168741,1
astonishing,0.32814653823152184,0.32814653823152184,1
monkey,0.31973942508921027,0.31973942508921027,1
astute,0.31956381909549236,0.31956381909549236,1
"unbelievable,",0.3063951497897506,0.3063951497897506,1
quaint,0.2991351213422604,0.2991351213422604,1
archivist,0.2986172966193408,0.2986172966193408,1
illegal,0.288310128293233,0.288310128293233,2
fumbling,0.2805667882785201,0.2805667882785201,1
unfortunately,0.2750467950478196,0.2750467950478196,1
transphobic,0.2729317657649517,0.2729317657649517,1
claimed,0.2652698931051418,0.2652698931051418,3
berated,0.24519300790658843,0.24519300790658843,1
bizarre,0.24409796518739313,0.24409796518739313,2
outright,0.2435336442431435,0.2435336442431435,1
walloped,0.23518559243530035,0.23518559243530035,1
racist,0.23357947077602148,0.23357947077602148,1
glossy,0.23338146274909377,0.23338146274909377,1
pretending,0.23307504137046636,0.23307504137046636,1
ardently,0.2310233328025788,0.2310233328025788,1
vicious,0.21603707363829017,0.21603707363829017,1
hipsters,0.21206139354035258,0.21206139354035258,1
mocking,0.21142438473179936,0.21142438473179936,1
foul,0.2107326805125922,0.2107326805125922,1
brutal,0.2091149577172473,0.2091149577172473,1
ideology,0.2084648218523297,0.2084648218523297,2
foaming,0.20241939462721348,0.20241939462721348,1
misogyny,0.195754315238446,0.195754315238446,1
fierce,0.19416907080449164,0.19416907080449164,1
extraordinarily,0.18747842707671225,0.18747842707671225,1
because’’,0.1869507528608665,0.1869507528608665,1
mouthed,0.18540988396853209,0.18540988396853209,1
"restrictions,",0.1839380046663185,0.1839380046663185,1
mockery,0.18103215661473,0.18103215661473,2
claiming,0.18001085659489036,0.18001085659489036,2
mouth,0.17930989188607782,0.17930989188607782,1
propaganda,0.1791419885121286,0.1791419885121286,1
ghouls,0.17506803246214986,0.17506803246214986,1
d),0.17481378947074216,0.17481378947074216,1
big,0.16889814473688602,0.16889814473688602,1
aliens.,0.16515331208938733,0.16515331208938733,1
lied,0.16402330435812473,0.16402330435812473,1
bombshell:,0.16311651305295527,0.16311651305295527,1
busting,0.16052688332274556,0.16052688332274556,1
"unfortunately,",0.1603509337020417,0.1603509337020417,2
erupting,0.15967505052685738,0.15967505052685738,1
liberal’’,0.15965483321342616,0.15965483321342616,1
claimed.,0.1593395640763144,0.1593395640763144,1
conspiracy,0.15896978365878264,0.15896978365878264,2
idiotic,0.15547212841920555,0.15547212841920555,1
depression.,0.15469717932865024,0.15469717932865024,1
leftists,0.152801276057116,0.152801276057116,3
ridiculous,0.1526144732693758,0.1526144732693758,1
opponents,0.15252038720063865,-0.15252038720063865,1
"racism,",0.14795295428484678,0.14795295428484678,1
massive,0.14762238695596655,0.14762238695596655,3
propel,0.14724048599600792,0.14724048599600792,1
claim,0.14556570568657481,0.14556570568657481,5
fanatics,0.14375326215910414,0.14375326215910414,1
himself,0.14329474791884422,0.14329474791884422,1
repeats,0.1418514046818018,0.1418514046818018,1
vaunted,0.1398713276721537,0.1398713276721537,1
prioritize,0.13760019093751907,-0.13760019093751907,1
deeply,0.1374839146155864,0.1374839146155864,1
dichotomy,0.1365571664646268,0.1365571664646268,1
saluting,0.1351703634718433,0.1351703634718433,1
limelight,0.13349108956754208,0.13349108956754208,1
attacked,0.13317303772782907,0.13317303772782907,1
false,0.1314655967677633,0.1314655967677633,2
subversive,0.13109703222289681,0.13109703222289681,1
demonizing,0.13089163228869438,0.13089163228869438,1
disaster,0.1301362735943662,0.1301362735943662,1
fascism.,0.12986117787659168,0.12986117787659168,1
criminalized.,0.1278666114168508,0.1278666114168508,1
people’’,0.12774965073913336,0.12774965073913336,1
throes,0.12668919057718345,0.12668919057718345,1
business.,0.1262333290806661,0.1262333290806661,2
drastic,0.12603776354143129,0.12603776354143129,3
nationalism.,0.1258109096282472,0.1258109096282472,1
trolls,0.12376960925757885,0.12376960925757885,1
"oppressive,",0.12352629418351821,0.12352629418351821,1
unready,0.1232810141518712,0.1232810141518712,1
fervently,0.12266721995547414,0.12266721995547414,1
monsters,0.12265987298451364,0.12265987298451364,1
called,0.12227599638447696,0.11436250725029302,7
claims,0.12045275685280406,0.12045275685280406,6
left',0.1175422789528966,0.1175422789528966,1
a““””,0.11702579393750057,0.11702579393750057,1
ordeal.,0.11651137975665429,0.11651137975665429,1
sickening,0.1152741244683663,0.1152741244683663,1
misogynistic,0.11467392398044468,0.11467392398044468,1
megaphonefor,0.11403285219178845,0.11403285219178845,1
"england,",0.11367996037006378,-0.11367996037006378,1
"dangerously,",0.11346403394127264,0.11346403394127264,1
"consulate,",0.11287667083864411,0.11287667083864411,1
establishment.,0.1125445500947535,0.1125445500947535,1
disguised,0.11231559654697776,0.11231559654697776,1
pedophiles,0.1122414720399926,0.1122414720399926,1
shutdown,0.11028294075513259,0.11028294075513259,1
death.,0.10953162199851868,0.10953162199851868,2
purportedly,0.10941402026219293,0.10941402026219293,1
coddle,0.10809915512800217,0.10809915512800217,1
primate,0.10772716058861642,-0.10772716058861642,1
july,0.10756304208189249,-0.10756304208189249,1
mainstream,0.10727496781403682,0.10727496781403682,3
goddamn,0.10643010586500168,0.10643010586500168,1
celebrity,0.1061400295002386,0.1061400295002386,1
elites.,0.10551797409513683,0.10551797409513683,1
lecturing,0.10452732443809509,0.10452732443809509,1
theologically,0.10410425160080194,0.10410425160080194,1
dandy,0.10405116120819002,0.10405116120819002,1
bounty,0.10341696254909039,0.10341696254909039,1
"grandpas,",0.1025738419944441,-0.1025738419944441,1
watchdogs,0.10152855558941762,0.10152855558941762,1
americans’’,0.1009076335134783,0.1009076335134783,1
kurz,0.10069909645244479,-0.10069909645244479,1
rush,0.09945956155812989,0.09945956155812989,1
gobble,0.09935242123901844,0.09935242123901844,1
supremacy,0.09909962309757248,0.09909962309757248,2
terrorists.,0.09897713921964169,0.09897713921964169,1
lack,0.09870160650461912,0.09870160650461912,1
"resembles""",0.09846767247654498,0.09846767247654498,1
"so,",0.09713461436331272,0.09713461436331272,1
"irrelevant,",0.09690862687615057,0.09690862687615057,1
bastard,0.09665729710832238,0.09665729710832238,1
ashamed,0.09496110579930246,0.09496110579930246,1
